Código;NOMBRE;"Agua
%";"Kcal.
Energía";"g
Proteina";"g
Grasa Total";"g
Carbo-hidratos";"g
Fibra Diet.
total";"g
Ceniza";"mg
Calcio";"mg
Fosforo";"mg
Hierro";"mg
Tiamina";"mg
Riboflavina";"mg
Niacina";"mg
Vit. C";"mcg
Vit. A Equiv.
Retinol";"g
Ác. grasos
mono-insat.";"g
Ác. grasos
poli-insat.";"g
Ác. Grasos
saturados";"mg
Colesterol";"mg
Potasio";"mg
Sodio";"mg
Zinc";"mg
Magnesio";"mg
Vit. B6";"mcg
Vit. B12";"mcg
Ac. Fólico";"mcg
Folato
Equiv. FD";"%
Fracción
Comestible"
19018;CEREAL-NESTUM,ARROZ;4.00;379;6.10;0.70;87.00;1.60;0.60;100;80;15.00;0.55;;8.00;65;210;;;;;83;170;;;0.00;0.00;17;;1.00
19051;CEREAL-NESTUM,ARROZ C/FRUTAS;;364;5.20;0.60;84.40;2.90;2.00;275;225;15.00;0.90;;4.80;80;750;;;;;285;295;10.00;;0.25;0.50;90;;1.00
19019;CEREAL-NESTUM,AVENA;4.00;369;10.00;5.20;70.70;4.60;3.10;675;440;15.00;0.90;;4.80;80;750;;;;;285;295;10.00;;0.25;0.50;90;;1.00
19052;CEREAL-NESTUM,AVENA C/BANANO;;360;9.10;4.50;73.50;5.20;3.20;585;390;15.00;0.90;;4.80;80;750;;;;;430;285;10.00;;0.25;0.50;90;;1.00
19020;CEREAL-NESTUM,INTEGRAL;4.00;350;10.90;2.40;71.70;8.30;3.30;350;290;15.00;0.55;;8.00;65;210;;;;;330;440;;;;0.00;19;;1.00
19021;CEREAL-NESTUM,MIXTO4 CEREALES;3.80;373;9.50;1.20;81.00;2.80;1.70;150;120;18.50;0.40;;11.00;85;200;;;;;140;280;;;0.00;0.00;17;;1.00
19050;CEREAL-NESTUM,MIXTO5 CEREALES;;366;10.00;1.50;72.90;5.20;3.20;415;260;15.00;0.90;;4.80;80;750;;;;;170;195;10.00;;0.25;0.50;90;;1.00
12017;CEREZA;86.13;50;1.00;0.30;12.18;1.60;0.40;16;15;0.32;0.03;0.04;0.40;10;64;0.08;0.09;0.07;0;173;3;0.10;9;0.04;0.00;0;8;0.90
12154;CEREZA SILVESTRE/CAPULI;77.20;81;1.30;0.20;20.70;;0.60;24;24;0.80;0.04;0.04;1.10;18;26;;;;;;;;;;;;;0.80
11046;CHAYA O CHICASQUIL, HOJAS;79.80;64;6.20;1.30;10.70;;2.00;234;76;2.80;0.20;0.40;1.60;194;946;;;;0;;;;;;;;;1.00
11048;CHAYOTE/GUISQUIL/PATASTE, COCIDO S/SAL, ESCURRIDO;93.43;24;0.62;0.48;5.09;2.80;0.38;13;29;0.22;0.03;0.04;0.42;8;2;;;0.09;0;173;1;0.31;12;0.12;0.00;0;18;1.00
11047;CHAYOTE/GUISQUIL/PATASTE, CRUDO;90.80;31;0.90;0.20;7.70;1.70;0.40;12;30;0.60;0.03;0.04;0.40;20;3;0.01;0.06;0.03;0;125;2;0.74;;0.08;0.00;0;93;0.77
11049;CHAYOTE/GUISQUIL/PATASTE, HOJAS Y PUNTAS;89.70;60;4.00;0.40;4.70;;1.20;58;108;2.50;0.08;0.18;1.10;16;;;;;;;;;;;;;;0.49
11050;CHAYOTE/GUISQUIL/PATASTE, RAÍZ (ICHINTAL);79.00;79;2.00;0.20;17.80;1.70;1.00;7;34;0.80;0.05;0.03;0.90;19;3;0.01;0.06;0.03;0;125;2;0.74;;0.08;0.00;0;93;0.73
21071;CHICHARRONCITOSSNACKS,;1.80;545;61.30;31.30;0.00;0.00;5.40;30;85;0.88;0.10;0.28;1.55;1;12;14.78;3.64;11.37;95;127;1838;0.56;11;0.02;0.64;0;0;1.00
12030;CHICOZAPOTE/NÍSPERO DE MONTAÑA;78.00;83;0.44;1.10;19.96;5.30;0.50;21;12;0.80;0.00;0.02;0.20;15;3;0.52;0.01;0.19;0;193;12;0.10;12;0.04;0.00;0;14;0.80
11052;CHILACAYOTE/CHIVERRE, MADURO;93.60;21;0.80;0.10;5.10;;0.40;15;19;0.40;0.04;0.03;0.30;11;;;;;;;;;;;;;;0.71
11051;CHILACAYOTE/CHIVERRE, TIERNO;92.70;24;0.80;0.10;6.00;;0.40;12;41;0.20;0.06;0.04;0.70;46;6;;;;0;;;;;;;;;0.90
11057;CHILE CHILTEPE;77.90;84;3.30;2.10;15.40;;1.30;48;85;6.30;0.15;0.10;2.87;61;;;;;;;;;;;;;;1.00
11055;CHILE COBANERO FRESCO, DE GUATEMALA;77.20;97;3.00;4.40;13.80;;1.60;29;79;1.50;0.12;0.20;2.98;44;;;;;;;;;;;;;;1.00
11056;CHILE COBANERO SECO, DE GUATEMALA;9.10;312;12.90;6.40;63.60;;;142;;4.70;0.22;0.86;8.90;55;1055;;;;0;;;;;;;;;0.84
11060;CHILE DULCE, VERDE;93.89;20;0.86;0.17;4.64;1.70;0.43;10;20;0.34;0.06;0.03;0.48;80;18;0.01;0.06;0.06;0;175;3;0.13;10;0.22;0.00;0;11;0.82
11059;CHILE DULCE/PIMIENTO ROJO, ENLATADO SOL&LIQ;91.25;18;0.80;0.30;3.90;1.20;3.75;41;20;0.80;0.03;0.03;0.55;47;26;0.02;0.16;0.05;0;146;1369;0.18;11;0.18;0.00;0;16;1.00
11058;CHILE DULCE/PIMIENTO ROJO, FRESCO;92.21;26;0.99;0.30;6.03;2.00;0.47;7;26;0.43;0.05;0.09;0.98;190;157;0.01;0.16;0.06;0;211;2;0.25;12;0.29;0.00;0;18;0.82
11061;CHILE GUAQUE, DE GUATEMALA;90.50;34;1.40;0.40;7.10;;0.60;9;28;0.60;0.06;0.06;1.25;79;;;;;;;;;;;;;;1.00
11063;CHILE JALAPEÑO, ENLATADO, SOL&LIQ;88.89;27;0.92;0.94;4.74;2.60;4.51;23;18;1.88;0.04;0.04;0.40;10;85;0.05;0.51;0.10;0;193;1671;0.34;15;0.19;0.00;0;14;1.00
11062;CHILE JALAPEÑO, FRESCO;92.30;23;1.20;0.10;5.30;;;25;;2.00;0.06;0.04;0.60;72;20;0.00;0.05;0.01;0;340;7;0.30;25;0.28;0.00;23;;0.87
11064;CHILE JUTIAPA;89.30;37;1.10;0.20;8.90;;0.50;6;20;0.80;0.06;0.08;2.08;36;;;;;;;;;;;;;;1.00
11065;CHILE PASA;14.30;327;12.70;9.60;60.50;;;154;;6.30;0.37;1.20;8.60;68;133;;;;0;;;;;;;;;0.60
11053;CHILE PICANTE, FRESCO;88.80;38;1.90;0.60;8.00;;0.70;20;28;1.70;0.09;0.13;1.50;91;16;0.03;0.33;0.06;0;340;7;0.30;;0.28;0.00;23;;0.84
11054;CHILE PICANTE, SECO;18.80;293;7.00;6.40;62.30;;5.50;126;154;7.30;0.12;0.94;4.00;32;1055;;;;0;;;;;;;;;0.84
21014;CHILE RELLENO DE GUATEMALA;;224;8.08;17.51;8.79;1.04;0.88;20;111;1.81;0.08;0.15;1.71;16;310;9.92;1.23;5.16;120;221;46;1.33;15;0.18;1.05;22;;1.00
11067;CHILE SERRANO;87.50;35;2.30;0.40;7.20;;;35;;1.60;0.14;0.05;1.30;65;50;0.02;0.22;0.04;0;340;7;0.30;25;;;;;0.95
11066;CHILE TABASCO;87.70;40;2.00;0.20;9.50;;;18;;1.20;0.09;0.09;1.00;242;41;0.01;0.10;0.02;0;340;7;0.30;25;0.28;0.00;23;;0.80
21013;CHILI C/CARNE;76.70;101;9.73;3.27;8.67;;1.64;27;78;2.05;0.05;0.45;0.98;1;33;1.35;0.21;1.36;53;273;398;1.41;18;0.13;0.45;6;22;1.00
11068;CHIPILIN, HOJAS Y PUNTA;81.60;56;7.00;0.80;9.10;3.24;1.50;287;72;4.70;0.33;0.49;2.00;100;667;;;;;;;;;;;;;0.46
12031;CHIRIMOYA;79.39;74;1.65;0.62;17.70;2.30;0.64;8;26;0.30;0.09;0.12;0.57;12;0;;;;0;269;4;0.18;16;0.21;0.00;0;18;0.79
18039;CHOCOBANANO;;138;1.48;1.63;32.06;2.28;1.05;13;39;0.68;0.04;0.06;0.62;13;11;0.61;0.13;1.06;0;436;4;0.15;27;0.55;0.00;18;;1.00
17048;CHOCOLATE, TABLILLAS PARA BEBIDA;2.10;457;3.40;15.10;78.40;;1.00;38;128;3.00;0.06;0.08;0.52;0;6;5.64;0.43;8.70;0;615;33;;;;;;;1.00
15009;CHOCOLATES C/LECHE (GOLOSINA);1.50;535;7.65;29.66;59.40;3.40;1.78;189;208;2.35;0.11;0.30;0.39;0;49;13.21;0.85;14.23;23;372;79;2.01;63;0.04;0.62;0;11;1.00
15010;CHOCOLATES C/LECHE Y ALMENDRA (GOLOSINA);1.50;526;9.00;34.40;53.20;6.20;1.70;224;264;1.63;0.06;0.44;0.74;0;44;13.49;2.28;16.98;19;444;74;1.34;90;0.05;0.33;0;14;1.00
15011;CHOCOLATES C/LECHE Y MANÍ (GOLOSINA);1.90;519;13.10;33.50;49.40;4.70;1.80;104;212;1.31;0.12;0.17;4.25;0;34;12.92;4.33;14.60;9;502;41;2.39;96;0.21;0.44;0;8;1.00
21015;CHOP-SUEY, DE RES & CERDO;75.20;120;10.40;6.80;5.20;;;24;99;1.92;0.11;0.15;2.00;13;;2.48;0.28;3.40;26;170;421;;;;;;;1.00
21016;CHOW-MEIN, DE POLLO;78.00;102;12.40;4.00;4.00;0.20;;23;117;1.00;0.03;0.09;1.72;4;;1.36;1.24;0.96;39;189;287;;;;;;;1.00
11069;CHUFLE/CALATEA;92.30;22;1.80;0.20;4.40;;1.30;20;49;1.00;0.04;0.10;0.70;7;;;;;;;;;;;;;;0.74
11070;CHUPTE/YAS;71.80;146;1.50;9.90;16.00;;0.80;11;36;0.50;0.07;0.10;0.71;11;;;;;;;;;;;;;;0.70
12018;CIDRA O LIMÓN REAL;88.70;40;0.60;0.10;10.20;;0.40;42;20;0.40;0.06;0.04;0.20;32;0;;;;;;;;;;;;;0.85
22007;CILANTRO O CULANTRO, HOJAS SECAS;7.30;279;21.93;4.78;52.10;10.40;14.08;1246;481;42.46;1.25;1.50;10.71;567;293;2.23;0.33;0.12;0;4466;211;4.72;694;0.61;0.00;0;274;1.00
11040;CILANTRO/CULANTRO;86.00;42;3.30;0.70;8.00;2.80;2.00;188;72;3.00;0.15;0.28;1.60;75;337;0.28;0.04;0.01;0;521;46;0.50;;0.15;0.00;0;62;0.90
12019;CIRUELA ROJA O AMARILLA, FRUTA FRESCA;87.23;46;0.70;0.28;11.42;1.40;0.37;6;16;0.17;0.03;0.03;0.42;10;17;0.13;0.04;0.02;0;157;0;0.10;7;0.03;0.00;0;5;0.94
12020;CIRUELA ROJA, FRUTA SECA O PASA;30.92;240;2.18;0.38;63.88;7.10;2.64;43;69;0.93;0.05;0.19;1.88;1;39;0.05;0.06;0.09;0;732;2;0.44;41;0.20;0.00;0;4;0.87
22008;CLAVO DE OLOR, MOLIDO;6.86;323;5.98;20.07;61.21;34.20;5.88;646;105;8.68;0.12;0.27;1.46;81;27;1.47;7.09;5.44;0;1102;243;1.09;264;0.59;0.00;0;93;1.00
12021;COCO, AGUA DE;94.99;19;0.72;0.20;3.71;1.10;0.39;24;20;0.29;0.03;0.06;0.08;2;0;0.01;0.00;0.18;0;250;105;0.10;25;0.03;0.00;0;3;1.00
12024;COCO, LECHE 1A. EXTRACCIÓN;67.62;230;2.29;23.84;5.54;2.20;0.72;16;100;1.64;0.03;0.00;0.76;3;0;1.01;0.26;21.14;0;263;15;0.67;37;0.03;0.00;0;16;1.00
12025;COCO, LECHE 2A. EXTRACCIÓN;91.70;60;0.70;6.40;1.00;;0.20;13;25;1.80;0.04;0.02;0.14;;;;;;;;;;;;;;;1.00
12022;COCO, MADURO, PULPA;46.99;354;3.33;33.49;15.23;9.00;0.97;14;113;2.43;0.07;0.02;0.54;3;0;1.42;0.37;29.70;0;356;20;1.10;32;0.05;0.00;0;26;0.52
12156;COCO, PULPA SECA, HOJUELAS DULCE, ENVASADAS;15.61;474;3.28;32.15;47.59;4.30;1.37;14;100;1.80;0.03;0.02;0.30;0;0;1.37;0.35;28.51;0;316;256;1.75;48;0.26;0.00;0;8;1.00
12023;COCO, TIERNO, PULPA;81.40;122;1.90;11.90;4.00;;0.80;11;42;1.10;0.05;0.03;0.80;7;0;3.90;1.00;30.00;0;256;23;;;;;26;;0.26
17046;COCOA MIXTA, POLVO;1.50;398;6.67;4.00;83.73;3.60;4.10;133;315;1.19;0.10;0.56;0.59;0;1;1.33;0.11;2.38;1;712;504;1.46;83;0.11;0.38;0;0;1.00
17029;COCOA MIXTA, PREPARADA AGUA;86.34;55;0.81;0.55;11.64;0.50;0.65;22;43;0.17;0.01;0.08;0.08;0;0;0.18;0.02;0.33;1;98;71;0.21;12;0.02;0.18;0;0;1.00
17047;COCOA SIMPLE S/AZÚCAR, POLVO;3.00;229;19.60;13.70;54.30;33.20;5.80;128;734;13.86;0.08;0.24;2.18;0;0;4.57;0.44;8.07;0;1524;21;6.81;499;0.12;0.00;0;32;1.00
11042;COL CHINA (PAK-CHOI);91.00;26;1.70;0.30;5.40;1.00;1.60;136;16;1.50;0.01;0.16;0.80;32;223;0.01;0.10;0.03;0;252;65;0.19;;0.19;0.00;0;66;0.87
11041;COL DE BRUSELAS;86.00;43;3.38;0.30;8.95;3.80;1.37;42;69;1.40;0.14;0.09;0.75;85;38;0.02;0.15;0.06;0;389;25;0.42;23;0.22;0.00;0;61;0.90
11044;COLIFLOR COCIDA S/SAL, ESCURRIDA;93.00;23;1.84;0.45;4.11;2.70;0.60;16;32;0.33;0.04;0.05;0.41;44;1;0.03;0.22;0.07;0;142;15;0.18;9;0.17;0.00;0;44;1.00
11043;COLIFLOR CRUDA;91.91;25;1.98;0.10;5.30;2.50;0.71;22;44;0.44;0.06;0.06;0.53;46;1;0.01;0.10;0.03;0;303;30;0.28;15;0.22;0.00;0;57;0.39
11045;COLINABO, HOJAS Y TALLOS;91.00;27;1.70;0.10;6.20;3.60;1.00;24;46;0.40;0.05;0.02;0.40;62;2;0.01;0.05;0.01;0;350;20;0.03;19;0.15;0.00;0;16;0.46
19041;COMIDA-BEBE, PURÉ PROCESADO, BANANO;84.00;57;0.40;0.10;15.30;1.60;0.30;5;7;0.20;0.01;0.03;0.18;17;2;0.01;0.02;0.04;0;88;9;0.06;10;0.12;0.00;0;6;1.00
19059;COMIDA-BEBE, PURÉ PROCESADO, CEREAL, AVENA, MANZANA Y BANANO,;82.20;73;1.30;0.70;15.40;0.80;0.40;9;41;5.65;0.42;0.37;5.04;22;2;0.22;0.25;0.13;0;47;2;0.35;11;0.20;0.00;0;4;1.00
19060;COMIDA-BEBE, PURÉ PROCESADO, COMIDA, SOPA POLLO P2;89.10;50;1.60;1.70;7.20;1.10;0.40;37;24;0.27;0.02;0.03;0.29;1;69;0.43;0.90;0.28;4;66;16;0.22;5;0.04;0.12;0;5;1.00
19063;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, ALBARICOQUE P2;83.10;60;0.30;0.00;16.30;1.50;0.30;9;10;0.30;0.01;0.01;0.19;22;36;0.00;0.00;0.00;0;121;8;0.05;4;0.03;0.00;0;2;1.00
19064;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, BANANO Y PIÑA P2;81.70;65;0.20;0.00;17.80;1.60;0.53;7;5;0.23;0.02;0.02;0.17;19;3;0.00;0.06;0.00;0;68;6;0.04;6;0.08;0.00;0;18;1.00
19065;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, BANANO, P1;81.50;67;0.40;0.20;17.80;1.60;0.20;8;9;0.30;0.01;0.02;0.22;26;2;0.02;0.04;0.08;0;108;9;0.07;12;0.14;0.00;0;6;1.00
19066;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, CIRUELA P2;80.30;69;0.60;0.10;18.50;2.70;0.50;15;15;0.35;0.02;0.08;0.52;1;23;0.07;0.02;0.01;0;177;5;0.09;10;0.08;0.00;0;1;1.00
19067;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, GUAYABA Y PAPAYA P2;82.50;63;0.20;0.10;17.00;;0.20;7;6;0.20;0.01;0.02;0.26;81;9;;;;;74;4;0.06;5;0.01;0.00;0;2;1.00
19061;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANGO P2;77.70;80;0.30;0.20;21.60;1.00;0.44;4;6;0.10;0.02;0.03;0.25;124;165;0.07;0.04;0.05;0;59;4;0.06;4;0.12;0.00;0;12;1.00
19062;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA Y PIÑA P2;89.50;37;0.10;0.10;10.10;1.50;0.20;4;6;0.10;0.02;0.03;0.08;28;0;0.01;0.03;0.01;0;78;2;0.02;3;0.04;0.00;0;2;1.00
19068;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA, P1;89.50;37;0.00;0.00;10.30;1.70;0.20;5;6;0.22;0.01;0.03;0.06;38;0;0.00;0.00;0.00;0;77;2;0.04;3;0.03;0.00;0;2;1.00
19069;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MANZANA, P3;87.50;51;0.20;0.10;12.10;0.90;0.13;10;13;0.20;0.01;0.02;0.08;31;2;0.00;0.03;0.02;0;50;13;0.04;6;0.05;0.00;0;1;1.00
19070;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, MELOCOTÓN, P3;87.40;51;0.50;0.20;11.80;0.80;0.20;6;17;0.20;0.01;0.02;0.47;31;7;0.05;0.08;0.02;0;83;5;0.12;8;0.04;0.00;0;5;1.00
19071;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PAPAYA Y MANZANA P2;80.60;70;0.20;0.10;18.90;1.40;0.20;7;5;0.44;0.01;0.03;0.11;113;4;;;;;79;5;0.03;5;0.02;0.00;0;2;1.00
19072;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PERAS, P1;87.80;43;0.30;0.10;11.60;3.60;0.20;8;12;0.25;0.01;0.03;0.19;22;1;0.02;0.02;0.01;0;115;2;0.08;9;0.01;0.00;0;4;1.00
19073;COMIDA-BEBE, PURÉ PROCESADO, FRUTA, PERAS, P3;85.60;57;0.30;0.10;13.60;1.20;0.20;10;13;0.20;0.01;0.02;0.13;31;1;0.04;0.05;0.01;0;51;6;0.09;7;0.04;0.00;0;1;1.00
19042;COMIDA-BEBE, PURÉ PROCESADO, FRUTAS MIXTAS;83.50;66;0.40;0.30;15.48;0.60;0.32;15;17;0.20;0.02;0.02;0.10;12;7;0.11;0.04;0.09;15;46;25;0.80;4;0.02;0.01;0;3;1.00
19074;COMIDA-BEBE, PURÉ PROCESADO, FRUTAS MIXTAS C/YOGURT P2;81.80;75;0.80;0.80;16.23;0.40;0.37;28;22;0.20;0.02;0.05;0.14;12;5;0.22;0.02;0.52;0;62;16;0.11;4;0.04;0.00;0;2;1.00
19025;COMIDA-BEBE, PURÉ PROCESADO, MACARRONES, TOMATE Y RES;86.34;61;2.36;1.47;9.45;1.20;0.37;17;39;0.46;0.04;0.04;0.71;0;44;0.59;0.19;0.49;7;112;38;0.54;12;0.06;0.15;4;12;1.00
19043;COMIDA-BEBE, PURÉ PROCESADO, MANZANA;88.60;41;0.20;0.20;10.80;1.70;0.20;4;7;0.22;0.01;0.03;0.06;38;1;0.01;0.06;0.03;0;71;2;0.02;3;0.03;0.00;0;2;1.00
19044;COMIDA-BEBE, PURÉ PROCESADO, MELOCOTÓN C/AZÚCAR;84.00;56;0.20;0.20;15.00;1.50;0.30;6;12;0.24;0.01;0.03;0.61;31;8;0.07;0.09;0.02;0;162;6;0.09;6;0.01;0.00;0;4;1.00
19026;COMIDA-BEBE, PURÉ PROCESADO, PAVO Y ARROZ;88.22;52;2.27;1.24;7.94;0.90;0.33;18;34;0.29;0.02;0.04;0.65;0;81;0.45;0.31;0.34;5;91;20;0.40;8;0.05;0.02;0;4;1.00
19027;COMIDA-BEBE, PURÉ PROCESADO, PAVO Y VEGETALES;82.30;80;4.80;3.40;8.00;;1.40;46;57;0.60;0.02;0.09;0.59;3;105;;;;;166;334;0.32;16;0.06;0.44;0;3;1.00
19045;COMIDA-BEBE, PURÉ PROCESADO, PERA;88.40;41;0.30;0.20;10.80;3.60;0.30;8;12;0.24;0.01;0.03;0.19;25;1;0.04;0.05;0.01;0;130;2;0.08;8;0.01;0.00;0;4;1.00
19046;COMIDA-BEBE, PURÉ PROCESADO, PERA Y PIÑA;88.50;41;0.30;0.10;10.90;2.60;0.30;10;9;0.25;0.02;0.03;0.21;28;1;0.02;0.03;0.01;0;116;4;0.07;7;0.02;0.00;0;3;1.00
19028;COMIDA-BEBE, PURÉ PROCESADO, POLLO Y FIDEOS;85.64;66;2.69;2.06;9.08;2.10;0.53;27;46;0.64;0.04;0.06;0.72;0;110;0.85;0.46;0.60;16;139;23;0.55;14;0.06;0.02;3;13;1.00
19029;COMIDA-BEBE, PURÉ PROCESADO, POLLO Y VEGETALES;86.90;59;2.47;1.73;8.42;2.10;0.49;27;47;0.53;0.03;0.05;0.72;0;207;0.71;0.37;0.50;11;158;24;0.48;14;0.07;0.01;0;5;1.00
19075;COMIDA-BEBE, PURÉ PROCESADO, POSTRE, FRUTAS, P2;83.40;59;0.30;0.00;16.00;0.60;0.30;9;7;0.22;0.02;0.01;0.14;3;7;0.00;0.00;0.00;0;94;14;0.04;5;0.04;0.00;0;3;1.00
19076;COMIDA-BEBE, PURÉ PROCESADO, POSTRE, MANZANA YOGURT,;77.90;96;0.80;1.60;19.50;0.50;0.20;6;31;0.00;1.56;0.05;0.00;35;3;0.44;0.04;1.03;6;70;20;0.28;15;0.02;0.50;0;9;1.00
19077;COMIDA-BEBE, PURÉ PROCESADO, POSTRE, MANZANA, P2;79.50;75;0.20;0.40;19.74;1.40;0.16;5;3;0.20;0.01;0.01;0.05;21;2;0.08;0.01;0.19;0;33;16;0.01;2;0.01;0.00;0;1;1.00
19030;COMIDA-BEBE, PURÉ PROCESADO, RES Y ARROZ;81.90;82;5.00;2.90;8.80;;1.40;11;35;0.69;0.02;0.07;1.34;4;25;;;;;120;357;0.92;8;0.14;0.51;0;6;1.00
19031;COMIDA-BEBE, PURÉ PROCESADO, RES Y VEGETALES;84.30;96;2.03;6.93;6.36;1.80;0.38;19;24;0.33;0.03;0.06;0.70;0;222;3.12;0.90;2.84;12;127;23;0.35;15;0.08;0.09;0;11;1.00
19024;COMIDA-BEBE, PURÉ PROCESADO, VEG. Y JAMÓN P1;87.00;60;2.02;1.89;8.65;1.00;0.45;14;33;0.24;0.03;0.04;0.51;1;144;0.81;0.45;0.48;3;97;87;0.30;8;0.05;0.03;0;8;1.00
19036;COMIDA-BEBE, PURÉ PROCESADO, VEG. Y JAMÓN P2;87.47;59;2.19;2.14;7.80;1.60;0.41;16;33;0.41;0.04;0.05;0.68;2;144;0.96;0.23;0.76;5;141;16;0.32;12;0.07;0.06;0;3;1.00
19037;COMIDA-BEBE, PURÉ PROCESADO, VEG. Y PAVO;88.82;48;2.32;0.90;7.62;1.50;0.35;27;44;0.37;0.02;0.02;0.47;1;220;0.29;0.24;0.24;4;102;20;0.70;13;0.04;0.02;0;10;1.00
19038;COMIDA-BEBE, PURÉ PROCESADO, VEG. Y POLLO;87.76;53;2.04;1.12;8.66;1.10;0.42;27;32;0.33;0.03;0.05;0.63;0;131;0.40;0.27;0.30;7;83;76;0.30;8;0.05;0.02;0;3;1.00
19039;COMIDA-BEBE, PURÉ PROCESADO, VEG. Y RES;87.04;63;2.59;2.43;7.70;2.20;0.24;17;45;0.58;0.03;0.05;0.83;0;146;1.01;0.14;1.03;6;158;19;0.56;15;0.07;0.18;0;8;1.00
19033;COMIDA-BEBE, PURÉ PROCESADO, VEG., FIDEOS Y PAVO;90.30;44;1.20;1.20;6.80;1.10;0.40;32;25;0.19;0.02;0.04;0.25;1;50;;;;;63;21;0.27;8;0.02;0.10;0;2;1.00
19034;COMIDA-BEBE, PURÉ PROCESADO, VEG., FIDEOS Y POLLO;87.20;63;2.00;2.50;7.90;1.10;0.40;28;31;0.35;0.03;0.05;0.41;1;71;;;;;55;20;0.25;10;0.02;0.08;0;3;1.00
19032;COMIDA-BEBE, PURÉ PROCESADO, VEGETALES MIXTOS;88.70;41;1.20;0.10;9.50;;0.50;22;24;0.33;0.01;0.03;0.50;3;136;;;;;121;8;0.16;11;0.08;0.00;0;8;1.00
19079;COMIDA-BEBE, PURÉ PROCESADO, VERDURA, AYOTE, P1;92.80;24;0.80;0.20;5.60;2.10;0.60;24;16;0.35;0.01;0.06;0.38;8;101;0.01;0.08;0.04;0;185;1;0.08;12;0.07;0.00;0;15;1.00
19078;COMIDA-BEBE, PURÉ PROCESADO, VERDURA, AYOTE, P2;92.70;24;0.80;0.20;5.60;2.10;0.60;24;15;0.30;0.01;0.06;0.35;8;101;0.01;0.08;0.04;0;179;2;0.14;12;0.06;0.00;0;15;1.00
19080;COMIDA-BEBE, PURÉ PROCESADO, VERDURA, ZANAHORIA, P1;91.00;32;0.80;0.20;7.20;1.70;0.70;23;20;0.39;0.02;0.04;0.50;6;591;0.01;0.09;0.04;0;202;49;0.18;11;0.08;0.00;0;17;1.00
19040;COMIDA-BEBE, PURÉ PROCESADO, ZANAHORIA;92.30;27;0.80;0.10;6.00;1.70;0.80;22;20;0.37;0.02;0.04;0.46;6;573;0.00;0.05;0.02;0;196;37;0.15;9;0.07;0.00;0;15;1.00
22009;COMINOS, SEMILLAS;8.06;375;17.81;22.27;44.24;10.50;7.62;931;499;66.36;0.63;0.33;4.58;8;64;14.04;3.28;1.53;0;1788;168;4.80;366;0.44;0.00;0;10;1.00
22010;CONDIMENTO CURRY, POLVO;9.52;325;12.66;13.81;58.15;33.20;5.57;478;349;29.59;0.25;0.28;3.47;11;49;5.55;2.56;2.24;0;1543;52;4.05;254;1.15;0.00;0;154;1.00
22012;CONDIMENTOS O ESPECIAS MOLIDAS NO ESPECIFICADAS;8.46;263;6.09;8.69;72.12;21.60;4.65;661;113;7.06;0.10;0.06;2.86;39;27;0.66;2.36;2.55;0;1044;77;1.01;135;0.21;0.00;0;36;1.00
13086;CORAZÓN DE TRIGO;12.67;360;12.68;1.05;72.83;3.90;0.77;17;136;4.36;0.81;0.57;5.99;0;0;0.12;0.43;0.15;0;186;1;1.05;47;0.10;0.00;111;261;1.00
12026;COYOL, FRUTO;51.80;231;4.40;13.80;27.90;;2.10;199;57;0.20;0.14;0.09;1.00;28;;;;;;;;;;;;;;0.52
12027;COYOLITO/HUISCOYOL;81.90;68;1.50;0.10;15.10;;1.40;23;33;1.50;0.03;0.06;0.32;9;;;;;;;;;;;;;;0.25
13022;CREMA DE ARROZ, HARINA;10.50;370;6.30;0.50;82.40;0.70;0.40;24;124;1.30;0.20;0.10;3.00;0;0;0.16;0.13;0.14;0;143;6;1.12;23;0.19;0.00;0;29;1.00
13023;CREMA DE CEBADA, HARINA (PANAMÁ);;358;8.70;1.30;76.00;;;15;43;0.00;0.51;0.46;4.50;0;0;;;;;;;;;;;;;1.00
13024;CREMA DE MAÍZ, HARINA (PANAMÁ);;368;8.20;2.90;75.90;;;6;10;0.60;0.34;0.28;3.40;0;18;;;;;;;;;;;;;1.00
13104;CREMA DE TRIGO, HARINA;10.90;370;10.50;1.50;76.50;3.80;0.60;303;115;28.60;0.50;0.20;4.20;0;0;0.20;0.83;0.24;0;120;7;0.88;27;0.11;0.00;87;182;1.00
13105;CREMA DE TRIGO, HARINA INSTANTÁNEA;10.40;366;10.60;1.40;75.50;3.30;2.10;357;103;28.60;1.34;1.21;17.86;0;1341;0.19;0.77;0.22;0;115;15;0.98;34;1.79;0.00;323;583;1.00
21017;CREPAS, DE ESPINACA;;154;5.95;9.29;11.15;;;;;;;;;;;;;;;164;370;;;;;;;1.00
